rank,symbol,entrez,variance
2612,ANK2,287,2.153104500727009
2613,ARHGEF4,50649,2.152820476164437
2614,MLC1,23209,2.152634156459551
2615,RFLNA,144347,2.151356754649809
2616,RTKN,6242,2.1511830590470775
2617,CDC42BPB,9578,2.1504516623753367
2618,DDX60L,91351,2.150215639464591
2619,ADORA2A,135,2.147941614348624
2620,PRKCA,5578,2.147751402821166
2621,CNN1,1264,2.1473268929757223
2622,NLGN4X,57502,2.1458335797922765
2623,AGT,183,2.1457984382474447
2624,LPL,4023,2.144350655858016
2625,DSE,29940,2.1441135777512437
2626,ARHGAP27,201176,2.143758344268772
2627,FBXL7,23194,2.142990784961865
2628,YPEL3,83719,2.1422611262873086
2629,TMEM179,388021,2.1420100765022667
2630,CAPN5,726,2.1415061590630704
2631,OPTN,10133,2.141150720872405
2632,ATF5,22809,2.140538469225578
2633,HSPA12A,259217,2.139643448640979
2634,CD4,920,2.138702533274688
2635,MEX3A,92312,2.137580238285019
2636,TGIF1,7050,2.137350395494054
2637,CALHM6,441168,2.13727382021812
2638,KLK7,5650,2.1363974948089033
2639,ATP6V0E2,155066,2.136237186315648
2640,FAM43A,131583,2.1359123134073394
2641,PGF,5228,2.1357261762386566
2642,TANC2,26115,2.1333351223285844
2643,FOXF2,2295,2.133214512365938
2644,MPZ,4359,2.132189251947835
2645,KLF2,10365,2.1321818678503885
2646,ALB,213,2.1315861024653935
2647,ZNF726,730087,2.1306894044290177
2648,SFXN3,81855,2.1305397376565427
2649,PROX1,5629,2.1299445108133948
2650,MAPK8IP1,9479,2.1297801316965232
2651,SLA,6503,2.129577320252516
2652,TTLL7,79739,2.1294763769249085
2653,SNX9,51429,2.1274452518701277
2654,KIF13A,63971,2.12696050309142
2655,ZNF518B,85460,2.126823324346276
2656,ALDH3B2,222,2.1263971429306725
2657,ENPP4,22875,2.125289700802276
2658,GPC2,221914,2.125207061435207
2659,NRARP,441478,2.1242604499651883
2660,SMARCA2,6595,2.1228489972084317
2661,LRIG3,121227,2.1226916674010528
2662,IRF5,3663,2.1225878684599717
2663,TCN1,6947,2.1225525074691562
2664,CGA,1081,2.1222272412815077
2665,PRRG1,5638,2.122135649302132
2666,GAB2,9846,2.1208742423602023
2667,PLCXD2,257068,2.1206728774074337
2668,LTBP4,8425,2.1206163498926993
2669,TENT5C,54855,2.1204315350833287
2670,FAM111B,374393,2.119584787302295
2671,FNBP1L,54874,2.1194314231178017
2672,FNDC10,643988,2.1184778149003347
2673,H2AC6,8334,2.117908972863854
2674,SPINK4,27290,2.1162524725417198
2675,NXPH4,11247,2.1158965918693604
2676,CLEC2D,29121,2.1153837676018146
2677,PLSCR4,57088,2.1152139343227114
2678,STK32B,55351,2.1150117472753327
2679,FMNL2,114793,2.114981179988692
2680,MANEAL,149175,2.114785328431252
2681,UGT2B7,7364,2.1143769891483304
2682,TSPAN9,10867,2.1138137091975584
2683,FZD7,8324,2.1137324805355853
2684,ARHGAP25,9938,2.1135506423707118
2685,ARPIN,348110,2.1133241365432363
2686,ENPP1,5167,2.113305107003158
2687,RARG,5916,2.113247283439202
2688,CHST2,9435,2.11319582997294
2689,HSD3B7,80270,2.1093027240563775
2690,ADCY6,112,2.108931620703243
2691,ST3GAL4,6484,2.108821978131164
2692,SIM2,6493,2.1082631699584145
2693,NMB,4828,2.108205292943809
2694,PLEKHA4,57664,2.1081045170400654
2695,NKX2-5,1482,2.1077504129509497
2696,CELF3,11189,2.1070156685079136
2697,KREMEN1,83999,2.1065019854849236
2698,TNF,7124,2.1063261792366292
2699,CD96,10225,2.10604121009311
2700,STX1A,6804,2.105870890944849
2701,NEDD4L,23327,2.105799102435859
2702,LY86,9450,2.105486096098046
2703,MBNL3,55796,2.1045697503481917
2704,SEC14L2,23541,2.1043567945266246
2705,PDE9A,5152,2.1041014462193064
2706,NINL,22981,2.104028660444647
2707,C4orf19,55286,2.1037080731433817
2708,RAP1GAP2,23108,2.1021122073594625
2709,LRP4,4038,2.1011657077550163
2710,EFNB3,1949,2.1007106418786177
2711,FAM89A,375061,2.1003519551378065
2712,PRAF2,11230,2.099631494563409
2713,HOMER2,9455,2.098840488401368
2714,FNDC4,64838,2.0973354812908624
2715,HOXD9,3235,2.0970612144549805
2716,LIN28B,389421,2.0970258327489546
2717,PARD3,56288,2.096862973770979
2718,SLC44A5,204962,2.096156237810946
2719,KAZN,23254,2.095769225042034
2720,CRISPLD2,83716,2.0946929377128134
2721,AKR1E2,83592,2.0946669834343172
2722,AZU1,566,2.09390497562098
2723,ITIH5,80760,2.0938262811843664
2724,BTBD3,22903,2.093451462749181
2725,HSPB6,126393,2.092679968040035
2726,LHFPL2,10184,2.0926740933361754
2727,NEFH,4744,2.0925852063725277
2728,SGK2,10110,2.091973710012874
2729,IL17RB,55540,2.0914971990314006
2730,SSX1,6756,2.091317442765542
2731,RBP4,5950,2.090925496189103
2732,SMAD6,4091,2.0908886564985045
2733,SIGIRR,59307,2.0894373199817933
2734,KIF21A,55605,2.0886895440172926
2735,AASS,10157,2.087894396478211
2736,NRIP1,8204,2.087732265518163
2737,C1QTNF6,114904,2.086759463861472
2738,PLD4,122618,2.086729988742184
2739,TSPAN18,90139,2.086489446850875
2740,MFSD2A,84879,2.0860841181544965
2741,CYRIA,81553,2.0834153209304884
2742,GAP43,2596,2.08269229643111
2743,TCEAL7,56849,2.0826621600066644
2744,PAGE2,203569,2.082508799695942
2745,NEURL1B,54492,2.08215920048248
2746,SMIM14,201895,2.082005964359348
2747,CNTNAP3,79937,2.0807616614172524
2748,CIBAR1,137392,2.079109330738908
2749,SALL2,6297,2.078905477684917
2750,CIB2,10518,2.0775079792549973
2751,CCDC136,64753,2.077367635308289
2752,CACNA1H,8912,2.0766203617356953
2753,TFR2,7036,2.0763133533158187
2754,SORBS1,10580,2.076224672946272
2755,FAM110C,642273,2.0754470171944983
2756,RIMBP2,23504,2.0750602663164885
2757,CMPK2,129607,2.073760000916144
2758,HVCN1,84329,2.073368694878002
2759,IMPA2,3613,2.07326998479444
2760,DNAJC6,9829,2.0715705512929956
2761,SLCO2B1,11309,2.071443967755556
2762,CHPF,79586,2.0709110150401444
2763,TTC9,23508,2.069662034266968
2764,SEC11C,90701,2.0692157654058447
2765,MUC16,94025,2.0685528424348583
2766,CYSTM1,84418,2.0685514020572158
2767,TMEM238,388564,2.066801662714221
2768,SEMA3E,9723,2.066264023371334
2769,ANKRD22,118932,2.065888770670927
2770,CHAC1,79094,2.0652587044111237
2771,DPYSL2,1808,2.0652111121032717
2772,STK26,51765,2.064234917652221
2773,MAGEA9B,728269,2.063967797565021
2774,TESPA1,9840,2.0636741719327434
2775,CPLX1,10815,2.063539535962037
2776,PACSIN3,29763,2.06323859845763
2777,PKIG,11142,2.0629758849764954
2778,CNTNAP1,8506,2.0629302116275947
2779,CDR2L,30850,2.0618198014361786
2780,PHYHIPL,84457,2.060926977006547
2781,NINJ2,4815,2.060696044074956
2782,LINGO1,84894,2.060274646776215
2783,ELAVL2,1993,2.059747193876288
2784,MMP16,4325,2.0596578555605185
2785,NUAK2,81788,2.058220636290018
2786,SHANK2,22941,2.0578255387839763
2787,CABLES1,91768,2.0569500089376254
2788,SULT2B1,6820,2.054649757652542
2789,STBD1,8987,2.0533484837580045
2790,EMC10,284361,2.050934437186675
2791,RIC3,79608,2.049885846848999
2792,SMPDL3A,10924,2.0491326411403854
2793,RHOJ,57381,2.0489690970079155
2794,RASA3,22821,2.0488907909852547
2795,GPR137B,7107,2.047807255608412
2796,RHBDL2,54933,2.0478058542254454
2797,CAMK1D,57118,2.047552824070838
2798,HTRA3,94031,2.047494310028092
2799,HERC5,51191,2.0460391087962244
2800,MLLT3,4300,2.046015523497096
2801,BST1,683,2.0459399768123903
2802,PID1,55022,2.045894255331627
2803,ZNF415,55786,2.0458693967145685
2804,ELAVL4,1996,2.0455097195960508
2805,EBF1,1879,2.0452798043128215
2806,TTYH3,80727,2.044551717959365
2807,PDE4D,5144,2.043428952442942
2808,IKZF3,22806,2.0428760764023317
2809,HOXC6,3223,2.04233779042381
2810,HOXB4,3214,2.042314790322661
2811,RBPMS2,348093,2.0421828792163224
2812,TRIM16,10626,2.041827086830782
2813,SMAD9,4093,2.0417832204984543
2814,ISL1,3670,2.0414827462973877
2815,GUCY1B1,2983,2.0411855844807305
2816,PLPPR3,79948,2.040987974541532
2817,PRR36,80164,2.039055771876255
2818,ZNF385A,25946,2.0385879157731157
2819,PPFIBP1,8496,2.038518424837316
2820,SH3KBP1,30011,2.0384699520421035
2821,RETREG1,54463,2.0377850255634877
2822,CORO2A,7464,2.0376114217322745
2823,TMPRSS13,84000,2.0374710781417087
2824,CEP170B,283638,2.0374380577135573
2825,BOC,91653,2.0371698851100724
2826,GPR161,23432,2.0370087254886124
2827,LRRK1,79705,2.036109252770146
2828,GUCY1A1,2982,2.035060309159565
2829,TRIO,7204,2.034919467325503
2830,MEIS1,4211,2.0344236656368375
2831,PRICKLE1,144165,2.0319097641455732
2832,CHCHD10,400916,2.031747307888145
2833,ADRA2C,152,2.031732662201594
2834,KIF5A,3798,2.029314397813542
2835,B2M,567,2.02905435030655
2836,CCR7,1236,2.027921163155698
2837,MCTP1,79772,2.027740315987889
2838,ADGRA2,25960,2.027150842128232
2839,TBXAS1,6916,2.027150439245495
2840,RNASET2,8635,2.026821303709056
2841,IKZF2,22807,2.026203590594728
2842,MAMDC2,256691,2.0261226548782587
2843,OSBPL5,114879,2.0255284227223247
2844,TMEM59L,25789,2.0254551369940748
2845,LARGE1,9215,2.0247024975093257
2846,TBC1D16,125058,2.0246892911829804
2847,THEMIS2,9473,2.0241668831812563
2848,CHL1,10752,2.024031473407662
2849,GGT5,2687,2.0235992270496443
2850,BATF3,55509,2.0235691842578056
2851,PTPN3,5774,2.02266412110804
2852,NMNAT3,349565,2.022541992820701
2853,NPW,283869,2.0212347691046935
2854,HOXA4,3201,2.0210842464888437
2855,SH2D2A,9047,2.0206532672686963
2856,ST18,9705,2.017516711590258
2857,GPSM1,26086,2.017446899662995
2858,FOXC1,2296,2.0169804302834593
2859,SLC1A1,6505,2.016088346700059
2860,C5orf46,389336,2.0151043405472184
2861,SUSD2,56241,2.0148389941837666
2862,RHEX,440712,2.0147537239525506
2863,C9orf152,401546,2.0143039222424584
2864,FABP4,2167,2.0140004721362597
2865,PCLO,27445,2.0134001785255213
2866,NNT,23530,2.013204741504526
2867,CAMSAP3,57662,2.01259984922979
2868,MXRA5,25878,2.012348640428375
2869,TRIB3,57761,2.0122697016169617
2870,VDR,7421,2.0122083494626906
2871,SHC2,25759,2.0098547467464503
2872,HAPLN1,1404,2.0093710327882315
2873,SALL1,6299,2.0089704813175255
2874,LYN,4067,2.0076483809661823
2875,SHANK1,50944,2.0071118544413507
2876,SAMD5,389432,2.005114349444927
2877,PIK3CG,5294,2.0046967768709325
2878,GLCCI1,113263,2.004398252782197
2879,KSR1,8844,2.0040885111482085
2880,AOC1,26,2.003657743712626
2881,ARAP3,64411,2.0035056655706414
2882,ZCCHC24,219654,2.0032070494937217
2883,BCAS4,55653,2.002441525859178
2884,UBB,7314,2.0020966743975963
2885,ABCA1,19,2.0007928046039485
2886,PLEKHG3,26030,1.9985157892345926
2887,SIX2,10736,1.9976839151432948
2888,RSAD2,91543,1.997293626049852
2889,P4HTM,54681,1.997120697088775
2890,HSD17B11,51170,1.996127141678948
2891,MAPK10,5602,1.995734361984262
2892,KCNK2,3776,1.9951166005341356
2893,CMTM8,152189,1.994936902961109
2894,PCBP3,54039,1.994519573671359
2895,MTMR11,10903,1.9942202443801251
2896,MROH6,642475,1.9921005442958173
2897,PCBD1,5092,1.9918631772117463
2898,EMID1,129080,1.9918182295712306
2899,VPREB1,7441,1.9917811427738732
2900,CLDN6,9074,1.9916731160612398
2901,CRACDL,343990,1.991215114923536
2902,NEURL1,9148,1.9911931181217695
2903,PDE6B,5158,1.9908462010958337
2904,PIP5K1B,8395,1.9904154641262415
2905,GAS2L1,10634,1.989409056696988
2906,PGBD5,79605,1.9891880672755093
2907,FLNB,2317,1.9882198527422155
2908,ANKRD33B,651746,1.9881747395987521
2909,FAM210B,116151,1.9876401260481742
2910,GPA33,10223,1.9876104933500922
2911,NR0B1,190,1.986897982175117
2912,ARHGAP24,83478,1.9866586086684574
2913,TIAM1,7074,1.985732507278518
2914,LRG1,116844,1.9848402515874928
2915,SMPD1,6609,1.98420653472377
2916,MAPRE2,10982,1.9834360820569166
2917,TNFRSF18,8784,1.9825364372643057
2918,OVOL1,5017,1.982448247537837
2919,CYP4F12,66002,1.9811766589220758
2920,CCN5,8839,1.980449577264203
2921,TP53INP1,94241,1.9791025407274172
2922,ASNS,440,1.9790293759630764
2923,INPP1,3628,1.977188375466961
2924,ARSI,340075,1.9747198369219372
2925,CPPED1,55313,1.9746072283351044
2926,EBI3,10148,1.9743534659087325
2927,TMEM37,140738,1.973526135307951
2928,ANKRD29,147463,1.9730412813416245
2929,P2RX1,5023,1.9729217333945588
2930,SHISA9,729993,1.972295138752781
2931,TEAD4,7004,1.9720135584224634
2932,ASCL2,430,1.9714156587814733
2933,PINLYP,390940,1.9711211112558888
2934,OPLAH,26873,1.9710521477161946
2935,EYA1,2138,1.9702398163206372
2936,P3H4,10609,1.9695560510262797
2937,IRF7,3665,1.9691786238610323
2938,TTYH2,94015,1.96897186832198
2939,CERS1,10715,1.9685841319848165
2940,TLCD4,148534,1.9685618165387304
2941,HRH1,3269,1.9678249395332599
2942,PARP14,54625,1.9677402478886243
2943,SLC2A1,6513,1.9663682190339522
2944,ACSS3,79611,1.9662291533337497
2945,SH2B3,10019,1.9657616251055972
2946,RBFOX2,23543,1.9655698402961441
2947,ZNF736,728927,1.9651427378033184
2948,RET,5979,1.9637276624945676
2949,USP18,11274,1.9634262164685206
2950,AADAC,13,1.9632399807478478
2951,ERFE,151176,1.9608776601084146
2952,VTN,7448,1.9607523186323021
2953,RHOF,54509,1.9593364827045412
2954,RIMS3,9783,1.9590148743093123
2955,ST6GALNAC5,81849,1.9587780936627972
2956,SGPP2,130367,1.9587648982384285
2957,F12,2161,1.9585658098643903
2958,PELI2,57161,1.9580565035869089
2959,AKNA,80709,1.9573044382480567
2960,BRSK2,9024,1.957286704872309
2961,CISH,1154,1.9568978508792017
2962,RDH10,157506,1.9568488108726667
2963,PRPH,5630,1.9566638734422592
2964,PLA2G2A,5320,1.9564965160788508
2965,GPR162,27239,1.9564126026263953
2966,IL17RE,132014,1.9558800916785952
2967,LETM2,137994,1.9536963064728345
2968,SLC7A5,8140,1.9533720832775416
2969,RASA4,10156,1.9517036969317505
2970,SH3TC2,79628,1.9515720106224743
2971,AMOT,154796,1.9512236520614314
2972,SAMD12,401474,1.9500722049870296
2973,ELMO3,79767,1.9493712054298917
2974,RAB15,376267,1.9489009278040519
2975,F8A3,474384,1.9486113097856135
2976,GRB14,2888,1.947401632090598
2977,CSF2RB,1439,1.9472287774827555
2978,MAP7D2,256714,1.9471298305648501
2979,ROR1,4919,1.9465236232802439
2980,FAT2,2196,1.9463386298278604
2981,TMEM154,201799,1.9461496582297264
2982,SPECC1,92521,1.9456308888703888
2983,FLNA,2316,1.9453039436631763
2984,PTGER4,5734,1.9449127231685865
2985,HK1,3098,1.9446927282257915
2986,FBLN5,10516,1.9441606592487415
2987,NRGN,4900,1.9435884007361455
2988,GAGE1,2543,1.9434477477548338
2989,EPHA7,2045,1.9426748129232008
2990,AP1S2,8905,1.9422239583199254
2991,FADS3,3995,1.942054517318591
2992,SOX15,6665,1.9419734623443061
2993,MATN3,4148,1.9411825425635103
2994,REEP6,92840,1.9409976523736001
2995,CTNNA1,1495,1.9404371522503858
2996,SOWAHC,65124,1.9401956646872243
2997,KCNIP3,30818,1.9399646063151887
2998,FGF12,2257,1.9394981054500149
2999,OLFML2B,25903,1.9388435071393626
3000,RBMS3,27303,1.938549727180493
3001,MYBL1,4603,1.9384089396468895
3002,TEAD3,7005,1.9383663047092905
3003,NPY,4852,1.9377022129413473
3004,ARMCX3,51566,1.9374571437175874
3005,CPZ,8532,1.9373639400753753
3006,PRRG4,79056,1.9370828634494153
3007,RINL,126432,1.9356182338324366
3008,PLD1,5337,1.9353716224884743
3009,ACSF2,80221,1.9348587647884787
3010,CDC42EP4,23580,1.9340265450837575
3011,MAST1,22983,1.9339917350557034
3012,GRIK2,2898,1.932899659745712
3013,SCD,6319,1.932713707445683
3014,PPP2R2B,5521,1.93246133801608
3015,PADI3,51702,1.9320434152678574
3016,C2orf72,257407,1.9318710314084682
3017,NOTCH2,4853,1.931522690430374
3018,ARHGAP32,9743,1.9315163287408068
3019,SLC36A4,120103,1.930017629848681
3020,GPAT2,150763,1.929977843985563
3021,DLL1,28514,1.9297745588923647
3022,SEMA4B,10509,1.928653711497868
3023,SLC25A29,123096,1.9286151014157653
3024,WDFY4,57705,1.928398411662987
3025,PCSK2,5126,1.9283552607740853
3026,SPESP1,246777,1.9271920794926043
3027,GCA,25801,1.9269060011316643
3028,GRHL1,29841,1.9268601459206027
3029,EEPD1,80820,1.9264146928648291
3030,ZP3,7784,1.9261201528615461
3031,AMPH,273,1.925997939990812
3032,SLC12A5,57468,1.9256089993286052
3033,TFF2,7032,1.925452389796374
3034,H4C14,8370,1.9247220445724451
3035,KCNQ5,56479,1.9245717047068716
3036,TP53I3,9540,1.9236601522699845
3037,EPGN,255324,1.9236302435669514
3038,ULK2,9706,1.9234206980041182
3039,PSD3,23362,1.9228235358782486
3040,GPR143,4935,1.921403548149078
3041,TAFA5,25817,1.921064409515381
3042,SYT17,51760,1.9210078508969552
3043,BNC2,54796,1.9207612045672402
3044,ZNF439,90594,1.92059089972465
3045,NRXN3,9369,1.9202137515220676
3046,ACOX2,8309,1.9199179912634192
3047,PCBP4,57060,1.9198196998295816
3048,BACE1,23621,1.9197568587616474
3049,ICAM3,3385,1.919687090466904
3050,HOXC9,3225,1.9190428184056576
3051,CYSRT1,375791,1.9187138173582436
3052,SHOX2,6474,1.918583875103547
3053,PTPRR,5801,1.9185824755375547
3054,ZFP36,7538,1.918542578938731
3055,PLPPR2,64748,1.9181441831081183
3056,CBX2,84733,1.9177984218386437
3057,CCDC8,83987,1.916305722369222
3058,MDGA1,266727,1.9155735745776805
3059,MAPRE3,22924,1.9153535352204394
3060,GALNT13,114805,1.9151058533767362
3061,SPAG16,79582,1.913762214875812
3062,GATA4,2626,1.9122877310141613
3063,BMP1,649,1.9122472583766887
3064,WHRN,25861,1.9116841655235381
3065,MAOB,4129,1.9115372222002063
3066,PI15,51050,1.9114826476394704
3067,ELFN2,114794,1.9108480900537537
3068,AMN,81693,1.910746739268108
3069,NEFM,4741,1.910275009549096
3070,MAF,4094,1.9101871201199916
3071,CYP26B1,56603,1.9097092556121404
3072,STXBP1,6812,1.9093561719567325
3073,RASL10B,91608,1.909208185369
3074,TM4SF5,9032,1.9082215327632261
3075,CLIC2,1193,1.9077314080700978
3076,FUT4,2526,1.9064857172475527
3077,NAT8L,339983,1.9064505505571763
3078,BCL3,602,1.90461614728458
3079,PCED1B,91523,1.90459124417136
3080,SLC45A2,51151,1.903866570152352
3081,TBX1,6899,1.9038613014490133
3082,CALHM2,51063,1.9033265268581858
3083,NFATC2,4773,1.9032225916557537
3084,ALDH5A1,7915,1.9029068149439659
3085,ARMCX6,54470,1.9000802970748694
3086,SPIRE1,56907,1.899734620353353
3087,SH3BP5,9467,1.8995840674223294
3088,LRP5,4041,1.89876627603063
3089,SFMBT2,57713,1.8982456474694849
3090,VCL,7414,1.8979160119084821
3091,CELSR2,1952,1.8969407792723454
3092,HSD17B14,51171,1.896725996762455
3093,DGAT2,84649,1.89629351280168
3094,ASAP3,55616,1.89597390223419
3095,PTAFR,5724,1.8959524185386858
3096,LRP11,84918,1.8957219172136595
3097,SPNS3,201305,1.8955605823024209
3098,RIN3,79890,1.8954885118033178
3099,UTRN,7402,1.8952614783661363
3100,HAND2,9464,1.8952223352377677
3101,SPSB1,80176,1.89378689332951
3102,SLC8A1,6546,1.8923908449318125
3103,JCAD,57608,1.8922673468706863
3104,SULT1C2,6819,1.891505589308726
3105,EDN2,1907,1.890866881927996
3106,SOX11,6664,1.8904662494465403
3107,SHROOM2,357,1.8899871639478791
3108,BTBD6,90135,1.8895649188180599
3109,HLX,3142,1.8886738333669848
3110,PLEC,5339,1.888672184004093
3111,H4C11,8363,1.888343637161431
3112,SPR,6697,1.8875115884251321
3113,CGB8,94115,1.886727530342572
3114,COL4A6,1288,1.8863384505353107
3115,SLC6A9,6536,1.8861063576941726
3116,ESAM,90952,1.8859036856015576
3117,ANXA9,8416,1.8857499659321333
3118,IL20RA,53832,1.8853435573006239
3119,PLAAT1,57110,1.883735642527176
3120,MORC4,79710,1.883657593290361
3121,APOL6,80830,1.8827828659941983
3122,AS3MT,57412,1.8827661884724676
3123,PSG1,5669,1.8824869675719476
3124,IFTAP,119710,1.880765205319326
3125,TLR4,7099,1.8806327014587811
3126,OPN3,23596,1.880383056932687
3127,ASAP2,8853,1.8802158586274222
3128,DEGS2,123099,1.8801848904527694
3129,YES1,7525,1.8798159919522128
3130,SPTLC3,55304,1.8796921602274437
3131,SOX7,83595,1.8794501453765529
3132,ITPR3,3710,1.8793743142733332
3133,GALNT11,63917,1.8787542699660391
3134,JPH1,56704,1.8785755397212458
3135,GPM6A,2823,1.8780829679863826
3136,MPO,4353,1.877666953739339
3137,EVA1B,55194,1.8775695377696933
3138,ELAVL3,1995,1.877545478262347
3139,CPEB1,64506,1.8773499522648236
3140,PLXNB2,23654,1.8767032475696754
3141,DLX6,1750,1.8755814798807955
3142,CNIH2,254263,1.8748160875600692
3143,KBTBD11,9920,1.8746107961811642
3144,DAB2IP,153090,1.8740141444695957
3145,CD83,9308,1.8739278270650095
3146,DENND2A,27147,1.8738999930740585
3147,FKBP1B,2281,1.8737414021056398
3148,BMP8B,656,1.8734564704825936
3149,RNF217,154214,1.8727672372657538
3150,DYSF,8291,1.8719467712446207
3151,ARRDC4,91947,1.8717244315321346
3152,ADCY7,113,1.8713401568623866
3153,CNKSR3,154043,1.8701796838661722
3154,ELK3,2004,1.869298076663425
3155,SERINC5,256987,1.8690551104678403
3156,PRTN3,5657,1.8684019989547824
3157,MS4A3,932,1.8682021259169992
3158,SYNE4,163183,1.8670802247928875
3159,LAMP5,24141,1.867054974576491
3160,TMEM178B,100507421,1.8670382012433089
3161,SEMA3D,223117,1.8669092708212995
3162,CDH8,1006,1.8655813857207761
3163,KIAA1549L,25758,1.8650142170881605
3164,SYNE2,23224,1.8649974724001006
3165,WFS1,7466,1.8641583809076416
3166,ARHGAP18,93663,1.8639343011169043
3167,CCDC28B,79140,1.862808066270771
3168,MAP3K21,84451,1.862061541583348
3169,SKAP2,8935,1.8616581739288771
3170,TMEM200B,399474,1.8613677211367765
3171,APCDD1L,164284,1.8613559175219203
3172,PLXDC2,84898,1.8607159310786316
3173,KIAA1671,85379,1.8599434961891552
3174,SH3PXD2A,9644,1.8583089570578668
3175,GAS2L3,283431,1.8582839499747221
3176,NLGN2,57555,1.8578605701015833
3177,TTC28,23331,1.85769957080931
3178,HSBP1L1,440498,1.8575734927206247
3179,CFAP300,85016,1.8574363839299828
3180,CCDC74B,91409,1.857413378770251
3181,ICAM5,7087,1.8572905618441928
3182,PAX9,5083,1.857207567522721
3183,MAFF,23764,1.8568771715938293
3184,FBLN7,129804,1.8559246630464497
3185,RECK,8434,1.8550447381349189
3186,CALML3,810,1.8542337960609367
3187,ZNF229,7772,1.8542053345362854
3188,PPARGC1A,10891,1.8540451062407064
3189,MAP3K13,9175,1.853724168825685
3190,OSBP2,23762,1.8518619594056547
3191,ZNF93,81931,1.8515833251104497
3192,GLT8D2,83468,1.8513902461371847
3193,TNFRSF13B,23495,1.851321854175979
3194,CHDH,55349,1.8510750161841045
3195,CYP3A5,1577,1.8508500620373012
3196,TRMT9B,57604,1.850674241849892
3197,NHERF1,9368,1.8505137992409033
3198,EDA2R,60401,1.850000411202596
3199,FKBP11,51303,1.8497587200714531
3200,DNTT,1791,1.848871724395365
3201,AFDN,4301,1.848835757545878
3202,EBF4,57593,1.8476861396081115
3203,MARCHF3,115123,1.847671924839452
3204,VEGFA,7422,1.846125928090136
3205,FCER1G,2207,1.8458318315930315
3206,GLS2,27165,1.8452250740031144
3207,EFNA5,1946,1.8451310126181673
3208,WIPI1,55062,1.8448245649128492
3209,PLXNC1,10154,1.8445766570476259
3210,IL21R,50615,1.8437258938332515
3211,ZNF682,91120,1.842603191034472
3212,ACCS,84680,1.8413687147581919
3213,TRIB1,10221,1.8408805205366987
3214,CAMK2D,817,1.8391220558596273
3215,RAPGEF5,9771,1.8390245369956
3216,SLC22A18,5002,1.8387779760187528
3217,ITPRIPL2,162073,1.8386104796587437
3218,IDH2,3418,1.8382388918021306
3219,TREX1,11277,1.8380991894480474
3220,MICAL1,64780,1.837361919962278
3221,SP6,80320,1.8372090325901844
3222,LDAF1,57146,1.8371617461733694
3223,EAF2,55840,1.8365398066198537
3224,GPR183,1880,1.8352665284516916
3225,CD3E,916,1.833762106863865
3226,ARHGEF10L,55160,1.8334154244634553
3227,DYNLT3,6990,1.833046182769241
3228,SLC4A8,9498,1.8325181390433078
3229,PTPRE,5791,1.831926266821112
3230,FABP3,2170,1.8310924226114513
3231,DOK2,9046,1.831091425791443
3232,TM7SF2,7108,1.8309297457607672
3233,PRKACB,5567,1.8308843088105238
3234,NEGR1,257194,1.830594641245637
3235,PAQR5,54852,1.8298750576977791
3236,DACH1,1602,1.8292888063902661
3237,SCML2,10389,1.8291497806504586
3238,ECI2,10455,1.8284978772904361
3239,APBB2,323,1.8274691705287938
3240,LDLRAD3,143458,1.8269564514029266
3241,SYTL4,94121,1.8255426560206853
3242,CBLN1,869,1.8235595214343976
3243,GGT6,124975,1.8234893934607426
3244,ZDHHC2,51201,1.8233768833121267
3245,KLF9,687,1.8231258723502448
3246,MAP3K8,1326,1.822770525270666
3247,CEND1,51286,1.8224733595314837
3248,LEMD1,93273,1.8221751440545417
3249,HES2,54626,1.8214715139386113
3250,IER5L,389792,1.8214191280716172
3251,PDP1,54704,1.8213147179544233
3252,STYK1,55359,1.8201877129262667
3253,KLC3,147700,1.8198514671206465
3254,FZD8,8325,1.8192533830484008
3255,TLCD3B,83723,1.8187548474436044
3256,SERPINA5,5104,1.818753828121696
3257,RAB11FIP1,80223,1.8182776408784285
3258,LYST,1130,1.8174350620957247
3259,GRAP,10750,1.8163920210112374
3260,DOCK11,139818,1.8147558898421863
3261,C3orf52,79669,1.8138710345580316
3262,MR1,3140,1.813836404187853
3263,CCNJL,79616,1.8137054876667669
3264,SGSH,6448,1.8133604103344942
3265,THEM4,117145,1.8126571586456688
3266,HS3ST3A1,9955,1.8121857300460613
3267,RCOR2,283248,1.8117908036288755
3268,STAP1,26228,1.8115819554973807
3269,FZD2,2535,1.8111012840344642
3270,GNGT2,2793,1.8110537661858002
3271,ERVMER34-1,100288413,1.8099849112241175
3272,ABCA2,20,1.8089268706405601
3273,COL14A1,7373,1.8082764501134911
3274,ANOS1,3730,1.808123004994683
3275,ATRNL1,26033,1.8080710363382488
3276,MMP3,4314,1.807969853504935
3277,MSX1,4487,1.8073152412897489
3278,NOL4,8715,1.807090808320655
3279,WTIP,126374,1.806685338877478
3280,FOXL1,2300,1.8063349346583002
3281,RERG,85004,1.8054971954000205
3282,CD72,971,1.8052286889553482
3283,MPZL3,196264,1.8045719955132806
3284,TESMIN,9633,1.8042940309903963
3285,CDCA7,83879,1.8042212537419586
3286,B4GALT6,9331,1.8038018353418364
3287,PDGFRL,5157,1.801145393573223
3288,NIPAL2,79815,1.8011107106692077
3289,HRCT1,646962,1.8006263325748455
3290,NTNG1,22854,1.7997608817952504
3291,MAGEC1,9947,1.7995907980877222
