path:hsa00260	hsa:102724560
path:hsa00260	hsa:107080644
path:hsa00260	hsa:10993
path:hsa00260	hsa:113675
path:hsa00260	hsa:132158
path:hsa00260	hsa:1491
path:hsa00260	hsa:1610
path:hsa00260	hsa:1738
path:hsa00260	hsa:1757
path:hsa00260	hsa:189
path:hsa00260	hsa:211
path:hsa00260	hsa:212
path:hsa00260	hsa:23464
path:hsa00260	hsa:2593
path:hsa00260	hsa:26227
path:hsa00260	hsa:2628
path:hsa00260	hsa:2653
path:hsa00260	hsa:27232
path:hsa00260	hsa:2731
path:hsa00260	hsa:275
path:hsa00260	hsa:29958
path:hsa00260	hsa:29968
path:hsa00260	hsa:314
path:hsa00260	hsa:4128
path:hsa00260	hsa:4129
path:hsa00260	hsa:441531
path:hsa00260	hsa:501
path:hsa00260	hsa:51268
path:hsa00260	hsa:5223
path:hsa00260	hsa:5224
path:hsa00260	hsa:55349
path:hsa00260	hsa:5723
path:hsa00260	hsa:635
path:hsa00260	hsa:63826
path:hsa00260	hsa:6470
path:hsa00260	hsa:6472
path:hsa00260	hsa:64902
path:hsa00260	hsa:669
path:hsa00260	hsa:8639
path:hsa00260	hsa:875
path:hsa00260	hsa:9380
