path:hsa00020	hsa:1431
path:hsa00020	hsa:1737
path:hsa00020	hsa:1738
path:hsa00020	hsa:1743
path:hsa00020	hsa:2271
path:hsa00020	hsa:3417
path:hsa00020	hsa:3418
path:hsa00020	hsa:3419
path:hsa00020	hsa:3420
path:hsa00020	hsa:3421
path:hsa00020	hsa:4190
path:hsa00020	hsa:4191
path:hsa00020	hsa:47
path:hsa00020	hsa:48
path:hsa00020	hsa:4967
path:hsa00020	hsa:50
path:hsa00020	hsa:5091
path:hsa00020	hsa:5105
path:hsa00020	hsa:5106
path:hsa00020	hsa:5160
path:hsa00020	hsa:5161
path:hsa00020	hsa:5162
path:hsa00020	hsa:55753
path:hsa00020	hsa:6389
path:hsa00020	hsa:6390
path:hsa00020	hsa:6391
path:hsa00020	hsa:6392
path:hsa00020	hsa:8801
path:hsa00020	hsa:8802
path:hsa00020	hsa:8803
