path:hsa00010	hsa:10327
path:hsa00010	hsa:124
path:hsa00010	hsa:125
path:hsa00010	hsa:126
path:hsa00010	hsa:127
path:hsa00010	hsa:128
path:hsa00010	hsa:130
path:hsa00010	hsa:130589
path:hsa00010	hsa:131
path:hsa00010	hsa:160287
path:hsa00010	hsa:1737
path:hsa00010	hsa:1738
path:hsa00010	hsa:2023
path:hsa00010	hsa:2026
path:hsa00010	hsa:2027
path:hsa00010	hsa:217
path:hsa00010	hsa:218
path:hsa00010	hsa:219
path:hsa00010	hsa:2203
path:hsa00010	hsa:221
path:hsa00010	hsa:222
path:hsa00010	hsa:223
path:hsa00010	hsa:224
path:hsa00010	hsa:226
path:hsa00010	hsa:229
path:hsa00010	hsa:230
path:hsa00010	hsa:2538
path:hsa00010	hsa:2597
path:hsa00010	hsa:26330
path:hsa00010	hsa:2645
path:hsa00010	hsa:2821
path:hsa00010	hsa:3098
path:hsa00010	hsa:3099
path:hsa00010	hsa:3101
path:hsa00010	hsa:387712
path:hsa00010	hsa:3939
path:hsa00010	hsa:3945
path:hsa00010	hsa:3948
path:hsa00010	hsa:441531
path:hsa00010	hsa:501
path:hsa00010	hsa:5105
path:hsa00010	hsa:5106
path:hsa00010	hsa:5160
path:hsa00010	hsa:5161
path:hsa00010	hsa:5162
path:hsa00010	hsa:5211
path:hsa00010	hsa:5213
path:hsa00010	hsa:5214
path:hsa00010	hsa:5223
path:hsa00010	hsa:5224
path:hsa00010	hsa:5230
path:hsa00010	hsa:5232
path:hsa00010	hsa:5236
path:hsa00010	hsa:5313
path:hsa00010	hsa:5315
path:hsa00010	hsa:55276
path:hsa00010	hsa:55902
path:hsa00010	hsa:57818
path:hsa00010	hsa:669
path:hsa00010	hsa:7167
path:hsa00010	hsa:80201
path:hsa00010	hsa:83440
path:hsa00010	hsa:84532
path:hsa00010	hsa:8789
path:hsa00010	hsa:92483
path:hsa00010	hsa:92579
path:hsa00010	hsa:9562
